"","Class","case","fraction_total_reads","group","sex","sample"
"394","Bacilli","18.unmapped",5.65e-05,"control","male","exo"
"395","Bacilli","22.unmapped",7.54e-05,"malt","male","exo"
"396","Bacilli","26.unmapped",7.79e-05,"control","fem","exo"
"397","Bacilli","21.unmapped",0.000172985,"malt","male","exo"
"398","Bacilli","19.unmapped",4.11e-05,"control","male","exo"
"399","Bacilli","28.unmapped",6.68e-05,"malt","fem","exo"
"400","Bacilli","17.unmapped",6.34e-05,"control","male","exo"
"401","Bacilli","20.unmapped",4.88e-05,"control","male","exo"
"402","Bacilli","29.unmapped",5.65e-05,"malt","fem","exo"
"403","Bacilli","27.unmapped",4.62e-05,"malt","fem","exo"
"404","Bacilli","25.unmapped",9.33e-05,"control","fem","exo"
"405","Oligoflexia","29.unmapped",6.94e-05,"malt","fem","exo"
"406","Oligoflexia","18.unmapped",5.74e-05,"control","male","exo"
"407","Oligoflexia","17.unmapped",7.71e-05,"control","male","exo"
"408","Oligoflexia","19.unmapped",6.85e-05,"control","male","exo"
"409","Oligoflexia","22.unmapped",7.36e-05,"malt","male","exo"
"410","Oligoflexia","28.unmapped",8.73e-05,"malt","fem","exo"
"411","Bacteroidia","17.unmapped",6.51e-05,"control","male","exo"
"412","Bacteroidia","22.unmapped",6.59e-05,"malt","male","exo"
"413","Bacteroidia","28.unmapped",6.08e-05,"malt","fem","exo"
"414","Bacteroidia","19.unmapped",4.88e-05,"control","male","exo"
"415","Bacteroidia","29.unmapped",5.14e-05,"malt","fem","exo"
"416","Bacteroidia","18.unmapped",5.14e-05,"control","male","exo"
"417","Bacteroidia","19.unmapped",9.33e-05,"control","male","exo"
"418","Bacteroidia","22.unmapped",7.71e-05,"malt","male","exo"
"419","Bacteroidia","29.unmapped",8.48e-05,"malt","fem","exo"
"420","Bacteroidia","22.unmapped",6.94e-05,"malt","male","exo"
"421","Bacteroidia","19.unmapped",5.4e-05,"control","male","exo"
"422","Bacteroidia","28.unmapped",5.57e-05,"malt","fem","exo"
"423","Bacteroidia","18.unmapped",4.71e-05,"control","male","exo"
"424","Bacteroidia","17.unmapped",5.31e-05,"control","male","exo"
"425","Bacteroidia","29.unmapped",6.34e-05,"malt","fem","exo"
"426","Bacteroidia","23.unmapped",7.45e-05,"malt","male","exo"
"427","Bacteroidia","17.unmapped",0.000243206,"control","male","exo"
"428","Bacteroidia","18.unmapped",0.00018583,"control","male","exo"
"429","Bacteroidia","26.unmapped",9.42e-05,"control","fem","exo"
"430","Bacteroidia","19.unmapped",0.000190112,"control","male","exo"
"431","Bacteroidia","29.unmapped",0.000214947,"malt","fem","exo"
"432","Bacteroidia","28.unmapped",0.000268897,"malt","fem","exo"
"433","Bacteroidia","24.unmapped",0.000101907,"control","fem","exo"
"434","Bacteroidia","21.unmapped",8.05e-05,"malt","male","exo"
"435","Bacteroidia","20.unmapped",6.42e-05,"control","male","exo"
"436","Bacteroidia","27.unmapped",9.59e-05,"malt","fem","exo"
"437","Bacteroidia","22.unmapped",0.00023293,"malt","male","exo"
"438","Bacteroidia","25.unmapped",5.82e-05,"control","fem","exo"
"439","Bacteroidia","21.unmapped",4.11e-05,"malt","male","exo"
"440","Alphaproteobacteria","19.unmapped",0.000209808,"control","male","exo"
"441","Alphaproteobacteria","21.unmapped",0.000130167,"malt","male","exo"
"442","Oligoflexia","19.unmapped",4.11e-05,"control","male","exo"
"443","Oligoflexia","26.unmapped",5.4e-05,"control","fem","exo"
"444","Oligoflexia","25.unmapped",6.59e-05,"control","fem","exo"
"445","Oligoflexia","20.unmapped",4.88e-05,"control","male","exo"
"446","Oligoflexia","24.unmapped",6.42e-05,"control","fem","exo"
"447","Oligoflexia","21.unmapped",5.74e-05,"malt","male","exo"
"448","Oligoflexia","28.unmapped",4.54e-05,"malt","fem","exo"
"449","Oligoflexia","22.unmapped",4.2e-05,"malt","male","exo"
"450","Oligoflexia","20.unmapped",4.37e-05,"control","male","exo"
"451","Cytophagia","28.unmapped",4.97e-05,"malt","fem","exo"
"452","Betaproteobacteria","18.unmapped",4.54e-05,"control","male","exo"
"453","Betaproteobacteria","28.unmapped",4.2e-05,"malt","fem","exo"
"454","Actinomycetia","17.unmapped",5.57e-05,"control","male","exo"
"455","Actinomycetia","24.unmapped",4.37e-05,"control","fem","exo"
"456","Actinomycetia","26.unmapped",5.99e-05,"control","fem","exo"
"457","Actinomycetia","28.unmapped",0.000102763,"malt","fem","exo"
"458","Actinomycetia","18.unmapped",8.22e-05,"control","male","exo"
"459","Actinomycetia","22.unmapped",4.88e-05,"malt","male","exo"
"460","Actinomycetia","27.unmapped",0.000147294,"malt","fem","exo"
"461","Actinomycetia","29.unmapped",7.36e-05,"malt","fem","exo"
"462","Actinomycetia","21.unmapped",6.59e-05,"malt","male","exo"
"463","Actinomycetia","19.unmapped",7.79e-05,"control","male","exo"
"464","Actinomycetia","17.unmapped",0.000124172,"control","male","exo"
"465","Actinomycetia","20.unmapped",5.99e-05,"control","male","exo"
"466","Actinomycetia","25.unmapped",7.79e-05,"control","fem","exo"
"467","Actinomycetia","24.unmapped",8.48e-05,"control","fem","exo"
"468","Actinomycetia","22.unmapped",7.54e-05,"malt","male","exo"
"469","Actinomycetia","24.unmapped",0.000100194,"control","fem","exo"
"470","Actinomycetia","18.unmapped",5.14e-05,"control","male","exo"
"471","Actinomycetia","20.unmapped",7.02e-05,"control","male","exo"
"472","Actinomycetia","27.unmapped",5.48e-05,"malt","fem","exo"
"473","Clostridia","25.unmapped",9.33e-05,"control","fem","exo"
"474","Clostridia","19.unmapped",0.00028945,"control","male","exo"
"475","Clostridia","28.unmapped",0.000672243,"malt","fem","exo"
"476","Clostridia","29.unmapped",0.000226079,"malt","fem","exo"
"477","Clostridia","27.unmapped",0.000250057,"malt","fem","exo"
"478","Clostridia","22.unmapped",0.000282599,"malt","male","exo"
"479","Clostridia","17.unmapped",0.000470142,"control","male","exo"
"480","Clostridia","26.unmapped",0.000162709,"control","fem","exo"
"481","Clostridia","18.unmapped",0.00035539,"control","male","exo"
"482","Clostridia","24.unmapped",0.000365666,"control","fem","exo"
"483","Betaproteobacteria","26.unmapped",5.4e-05,"control","fem","exo"
"484","Betaproteobacteria","25.unmapped",5.22e-05,"control","fem","exo"
"485","Betaproteobacteria","23.unmapped",5.05e-05,"malt","male","exo"
"486","Alphaproteobacteria","26.unmapped",4.28e-05,"control","fem","exo"
"487","Alphaproteobacteria","25.unmapped",4.11e-05,"control","fem","exo"
"488","Alphaproteobacteria","17.unmapped",5.22e-05,"control","male","exo"
"489","Alphaproteobacteria","19.unmapped",9.51e-05,"control","male","exo"
"490","Alphaproteobacteria","22.unmapped",4.88e-05,"malt","male","exo"
"491","Alphaproteobacteria","25.unmapped",0.000130167,"control","fem","exo"
"492","Alphaproteobacteria","18.unmapped",6.08e-05,"control","male","exo"
"493","Alphaproteobacteria","24.unmapped",9.59e-05,"control","fem","exo"
"494","Alphaproteobacteria","26.unmapped",0.000125885,"control","fem","exo"
"495","Alphaproteobacteria","29.unmapped",8.05e-05,"malt","fem","exo"
"496","Alphaproteobacteria","20.unmapped",0.000160139,"control","male","exo"
"497","Alphaproteobacteria","21.unmapped",9.16e-05,"malt","male","exo"
"498","Alphaproteobacteria","19.unmapped",7.54e-05,"control","male","exo"
"499","Alphaproteobacteria","24.unmapped",6.59e-05,"control","fem","exo"
"500","Alphaproteobacteria","25.unmapped",8.73e-05,"control","fem","exo"
"501","Alphaproteobacteria","23.unmapped",4.54e-05,"malt","male","exo"
"502","Alphaproteobacteria","21.unmapped",0.000113896,"malt","male","exo"
"503","Alphaproteobacteria","26.unmapped",0.000123316,"control","fem","exo"
"504","Alphaproteobacteria","20.unmapped",6.25e-05,"control","male","exo"
"505","Anaerolineae","20.unmapped",4.45e-05,"control","male","exo"
"506","Anaerolineae","17.unmapped",4.54e-05,"control","male","exo"
"507","Anaerolineae","18.unmapped",4.97e-05,"control","male","exo"
"508","Anaerolineae","24.unmapped",5.82e-05,"control","fem","exo"
"509","Anaerolineae","26.unmapped",4.8e-05,"control","fem","exo"
"510","Anaerolineae","29.unmapped",5.91e-05,"malt","fem","exo"
"511","Anaerolineae","28.unmapped",6.59e-05,"malt","fem","exo"
"512","Anaerolineae","21.unmapped",4.11e-05,"malt","male","exo"
"513","Bacilli","25.unmapped",4.11e-05,"control","fem","exo"
"514","Actinomycetia","27.unmapped",8.82e-05,"malt","fem","exo"
"515","Alphaproteobacteria","17.unmapped",0.000166134,"control","male","exo"
"516","Alphaproteobacteria","18.unmapped",8.99e-05,"control","male","exo"
"517","Alphaproteobacteria","22.unmapped",9.51e-05,"malt","male","exo"
"518","Alphaproteobacteria","21.unmapped",0.000751885,"malt","male","exo"
"519","Alphaproteobacteria","26.unmapped",0.00028003,"control","fem","exo"
"520","Alphaproteobacteria","19.unmapped",0.00014815,"control","male","exo"
"521","Alphaproteobacteria","29.unmapped",7.02e-05,"malt","fem","exo"
"522","Alphaproteobacteria","20.unmapped",0.000186687,"control","male","exo"
"523","Alphaproteobacteria","25.unmapped",0.000249201,"control","fem","exo"
"524","Alphaproteobacteria","24.unmapped",0.000480418,"control","fem","exo"
"525","Alphaproteobacteria","27.unmapped",0.000143012,"malt","fem","exo"
"526","Alphaproteobacteria","28.unmapped",0.000121603,"malt","fem","exo"
"527","Alphaproteobacteria","24.unmapped",0.000108758,"control","fem","exo"
"528","Alphaproteobacteria","26.unmapped",7.02e-05,"control","fem","exo"
"529","Alphaproteobacteria","22.unmapped",7.62e-05,"malt","male","exo"
"530","Alphaproteobacteria","21.unmapped",0.000210665,"malt","male","exo"
"531","Alphaproteobacteria","21.unmapped",4.45e-05,"malt","male","exo"
"532","Alphaproteobacteria","26.unmapped",4.28e-05,"control","fem","exo"
"533","Alphaproteobacteria","17.unmapped",4.11e-05,"control","male","exo"
"534","Alphaproteobacteria","23.unmapped",7.28e-05,"malt","male","exo"
"535","Alphaproteobacteria","29.unmapped",5.31e-05,"malt","fem","exo"
"536","Alphaproteobacteria","28.unmapped",0.000496689,"malt","fem","exo"
"537","Alphaproteobacteria","24.unmapped",0.000127598,"control","fem","exo"
"538","Alphaproteobacteria","17.unmapped",0.000240637,"control","male","exo"
"539","Alphaproteobacteria","20.unmapped",0.000486413,"control","male","exo"
"540","Alphaproteobacteria","18.unmapped",0.000912024,"control","male","exo"
"541","Alphaproteobacteria","22.unmapped",0.000518955,"malt","male","exo"
"542","Alphaproteobacteria","19.unmapped",0.000316854,"control","male","exo"
"543","Alphaproteobacteria","29.unmapped",0.000651691,"malt","fem","exo"
"544","Alphaproteobacteria","18.unmapped",9.59e-05,"control","male","exo"
"545","Alphaproteobacteria","17.unmapped",5.05e-05,"control","male","exo"
"546","Alphaproteobacteria","28.unmapped",4.97e-05,"malt","fem","exo"
"547","Alphaproteobacteria","19.unmapped",0.000369092,"control","male","exo"
"548","Alphaproteobacteria","24.unmapped",0.000186687,"control","fem","exo"
"549","Alphaproteobacteria","20.unmapped",0.000639702,"control","male","exo"
"550","Alphaproteobacteria","27.unmapped",0.001275121,"malt","fem","exo"
"551","Alphaproteobacteria","23.unmapped",0.000822963,"malt","male","exo"
"552","Alphaproteobacteria","29.unmapped",0.000171272,"malt","fem","exo"
"553","Alphaproteobacteria","21.unmapped",0.000298014,"malt","male","exo"
"554","Alphaproteobacteria","18.unmapped",0.000249201,"control","male","exo"
"555","Alphaproteobacteria","28.unmapped",0.000565198,"malt","fem","exo"
"556","Alphaproteobacteria","25.unmapped",0.000171272,"control","fem","exo"
"557","Alphaproteobacteria","17.unmapped",0.000253483,"control","male","exo"
"558","Alphaproteobacteria","22.unmapped",0.000442739,"malt","male","exo"
"559","Betaproteobacteria","29.unmapped",0.000100194,"malt","fem","exo"
"560","Betaproteobacteria","24.unmapped",7.88e-05,"control","fem","exo"
"561","Betaproteobacteria","21.unmapped",8.91e-05,"malt","male","exo"
"562","Betaproteobacteria","26.unmapped",9.42e-05,"control","fem","exo"
"563","Betaproteobacteria","27.unmapped",4.28e-05,"malt","fem","exo"
"564","Betaproteobacteria","19.unmapped",5.65e-05,"control","male","exo"
"565","Betaproteobacteria","22.unmapped",9.16e-05,"malt","male","exo"
"566","Betaproteobacteria","20.unmapped",4.45e-05,"control","male","exo"
"567","Betaproteobacteria","17.unmapped",9.08e-05,"control","male","exo"
"568","Betaproteobacteria","25.unmapped",0.00013188,"control","fem","exo"
"569","Betaproteobacteria","18.unmapped",0.000116465,"control","male","exo"
"570","Betaproteobacteria","28.unmapped",6.68e-05,"malt","fem","exo"
"571","Betaproteobacteria","26.unmapped",7.54e-05,"control","fem","exo"
"572","Betaproteobacteria","27.unmapped",6.25e-05,"malt","fem","exo"
"573","Betaproteobacteria","24.unmapped",4.71e-05,"control","fem","exo"
"574","Betaproteobacteria","29.unmapped",0.000182405,"malt","fem","exo"
"575","Betaproteobacteria","26.unmapped",4.11e-05,"control","fem","exo"
"576","Betaproteobacteria","20.unmapped",6.25e-05,"control","male","exo"
"577","Betaproteobacteria","22.unmapped",8.31e-05,"malt","male","exo"
"578","Betaproteobacteria","18.unmapped",6.17e-05,"control","male","exo"
"579","Betaproteobacteria","25.unmapped",4.37e-05,"control","fem","exo"
"580","Betaproteobacteria","17.unmapped",0.010469012,"control","male","exo"
"581","Betaproteobacteria","18.unmapped",0.015355407,"control","male","exo"
"582","Betaproteobacteria","29.unmapped",0.011418716,"malt","fem","exo"
"583","Betaproteobacteria","21.unmapped",0.010308016,"malt","male","exo"
"584","Betaproteobacteria","22.unmapped",0.010593184,"malt","male","exo"
"585","Betaproteobacteria","19.unmapped",0.017337026,"control","male","exo"
"586","Betaproteobacteria","26.unmapped",0.013812245,"control","fem","exo"
"587","Betaproteobacteria","25.unmapped",0.018618998,"control","fem","exo"
"588","Betaproteobacteria","28.unmapped",0.014150507,"malt","fem","exo"
"589","Betaproteobacteria","27.unmapped",0.009402842,"malt","fem","exo"
"590","Betaproteobacteria","24.unmapped",0.012079827,"control","fem","exo"
"591","Betaproteobacteria","23.unmapped",0.006778953,"malt","male","exo"
"592","Betaproteobacteria","20.unmapped",0.013854206,"control","male","exo"
"593","Betaproteobacteria","23.unmapped",4.8e-05,"malt","male","exo"
"594","Betaproteobacteria","26.unmapped",0.001389017,"control","fem","exo"
"595","Betaproteobacteria","22.unmapped",0.00098824,"malt","male","exo"
"596","Betaproteobacteria","28.unmapped",0.000791277,"malt","fem","exo"
"597","Betaproteobacteria","18.unmapped",0.001220314,"control","male","exo"
"598","Betaproteobacteria","29.unmapped",0.001866867,"malt","fem","exo"
"599","Betaproteobacteria","21.unmapped",0.001107275,"malt","male","exo"
"600","Betaproteobacteria","20.unmapped",0.002503999,"control","male","exo"
"601","Betaproteobacteria","17.unmapped",0.001506339,"control","male","exo"
"602","Betaproteobacteria","25.unmapped",0.001436974,"control","fem","exo"
"603","Betaproteobacteria","19.unmapped",0.000329699,"control","male","exo"
"604","Betaproteobacteria","24.unmapped",0.000441882,"control","fem","exo"
"605","Betaproteobacteria","27.unmapped",0.000167847,"malt","fem","exo"
"606","Betaproteobacteria","24.unmapped",9.51e-05,"control","fem","exo"
"607","Betaproteobacteria","29.unmapped",8.56e-05,"malt","fem","exo"
"608","Betaproteobacteria","23.unmapped",0.000105332,"malt","male","exo"
"609","Betaproteobacteria","22.unmapped",7.62e-05,"malt","male","exo"
"610","Betaproteobacteria","25.unmapped",0.000101907,"control","fem","exo"
"611","Betaproteobacteria","19.unmapped",5.14e-05,"control","male","exo"
"612","Betaproteobacteria","21.unmapped",8.31e-05,"malt","male","exo"
"613","Betaproteobacteria","28.unmapped",7.36e-05,"malt","fem","exo"
"614","Betaproteobacteria","27.unmapped",4.8e-05,"malt","fem","exo"
"615","Betaproteobacteria","18.unmapped",8.99e-05,"control","male","exo"
"616","Betaproteobacteria","20.unmapped",6.85e-05,"control","male","exo"
"617","Betaproteobacteria","26.unmapped",4.71e-05,"control","fem","exo"
"618","Betaproteobacteria","17.unmapped",7.02e-05,"control","male","exo"
"619","Epsilonproteobacteria","28.unmapped",6.94e-05,"malt","fem","exo"
"620","Epsilonproteobacteria","28.unmapped",5.31e-05,"malt","fem","exo"
"621","Epsilonproteobacteria","19.unmapped",0.000101051,"control","male","exo"
"622","Epsilonproteobacteria","28.unmapped",0.000507822,"malt","fem","exo"
"623","Epsilonproteobacteria","22.unmapped",4.11e-05,"malt","male","exo"
"624","Epsilonproteobacteria","24.unmapped",7.28e-05,"control","fem","exo"
"625","Betaproteobacteria","28.unmapped",7.54e-05,"malt","fem","exo"
"626","Betaproteobacteria","17.unmapped",8.56e-05,"control","male","exo"
"627","Betaproteobacteria","25.unmapped",5.05e-05,"control","fem","exo"
"628","Betaproteobacteria","22.unmapped",7.71e-05,"malt","male","exo"
"629","Betaproteobacteria","19.unmapped",5.05e-05,"control","male","exo"
"630","Betaproteobacteria","18.unmapped",7.28e-05,"control","male","exo"
"631","Betaproteobacteria","29.unmapped",8.31e-05,"malt","fem","exo"
"632","Alphaproteobacteria","26.unmapped",4.97e-05,"control","fem","exo"
"633","Alphaproteobacteria","24.unmapped",4.11e-05,"control","fem","exo"
"634","Betaproteobacteria","28.unmapped",4.11e-05,"malt","fem","exo"
"635","Betaproteobacteria","21.unmapped",8.22e-05,"malt","male","exo"
"636","Betaproteobacteria","18.unmapped",4.62e-05,"control","male","exo"
"637","Betaproteobacteria","26.unmapped",5.74e-05,"control","fem","exo"
"638","Betaproteobacteria","24.unmapped",4.28e-05,"control","fem","exo"
"639","Mollicutes","21.unmapped",6.25e-05,"malt","male","exo"
"640","Mollicutes","28.unmapped",6.94e-05,"malt","fem","exo"
"641","Mollicutes","24.unmapped",4.71e-05,"control","fem","exo"
"642","Mollicutes","29.unmapped",4.28e-05,"malt","fem","exo"
"643","Actinomycetia","21.unmapped",4.88e-05,"malt","male","exo"
"644","Chlamydiia","26.unmapped",5.57e-05,"control","fem","exo"
"645","Chlamydiia","19.unmapped",5.57e-05,"control","male","exo"
"646","Actinomycetia","21.unmapped",0.000120747,"malt","male","exo"
"647","Actinomycetia","20.unmapped",0.000168703,"control","male","exo"
"648","Actinomycetia","25.unmapped",0.000153289,"control","fem","exo"
"649","Actinomycetia","26.unmapped",0.00016699,"control","fem","exo"
"650","Actinomycetia","24.unmapped",0.000135305,"control","fem","exo"
